Source,Target,Weight
﻿Claire Sommer,Lorenzo Fioramonte,1
﻿Claire Sommer,Rutger Hoekstra,1
﻿Claire Sommer,Giorgia Dalla Libera Marchiori,1
﻿Claire Sommer,Alessandro Galli,1
﻿Claire Sommer,Beth Stratford,1
﻿Claire Sommer,Michael Shinwell,1
﻿Claire Sommer,Griffin Carpenter,1
﻿Claire Sommer,Isabel Sebastian,1
﻿Claire Sommer,Denisha Killoh,1
Sandra Waddock,Juliet Schor,1
Sandra Waddock,Steve Waddell,2
Sandra Waddock,Peter Victor,1
Christopher Boyce,Miriam Brett,1
Christopher Boyce,Wendy Ellyatt,1
Christopher Boyce,Duncan Fisher,1
Christopher Boyce,Lorenzo Fioramonte,1
Christopher Boyce,Rutger Hoekstra,1
Christopher Boyce,Giorgia Dalla Libera Marchiori,1
Christopher Boyce,Alessandro Galli,1
Christopher Boyce,Beth Stratford,1
Christopher Boyce,Michael Shinwell,1
Christopher Boyce,Griffin Carpenter,1
Christopher Boyce,Isabel Sebastian,1
Christopher Boyce,Denisha Killoh,1
Jennifer Wallace,James Dyke,1
Jennifer Wallace,Patrick Elf,1
Jennifer Wallace,Sam Butler-Sloss,2
Jennifer Wallace,Linda White,1
Jennifer Wallace,Mary Michel,1
Jennifer Wallace,Lukas Hardt,1
Jennifer Wallace,Charlotte Miller,1
Jennifer Wallace,Jane Morrison,1
Jennifer Wallace,Siri Pantzar,1
Jennifer Wallace,Ian Bache,1
Jennifer Wallace,Liz Zeidler,1
Jennifer Wallace,Paul Allin,1
Jennifer Wallace,Una Bartley,1
Miriam Brett,Jackie Brock,1
Miriam Brett,Wendy Ellyatt,1
Miriam Brett,Chris Thomson,1
Miriam Brett,Duncan Fisher,1
Miriam Brett,Nicola Sturgeon,1
Miriam Brett,Lorenzo Fioramonte,1
Miriam Brett,Rutger Hoekstra,1
Miriam Brett,Gary Gillespie,1
Miriam Brett,Giorgia Dalla Libera Marchiori,1
Miriam Brett,Alessandro Galli,1
Miriam Brett,Beth Stratford,1
Miriam Brett,Mhairi Paterson,1
Miriam Brett,Michael Shinwell,1
Miriam Brett,Laurie Macfarlane,1
Miriam Brett,Griffin Carpenter,1
Miriam Brett,Isabel Sebastian,1
Miriam Brett,Sara Carter,1
Miriam Brett,Denisha Killoh,1
Miriam Brett,Anna Fowlie,1
Miriam Brett,Una Bartley,1
Sally Zlotowtiz,Michael Jacobs,1
Sally Zlotowtiz,Laurie Macfarlane,1
Sally Zlotowtiz,Barbara SennholzWeinhardt,1
Deirdre Shaw,Mhairi Paterson,1
Milena Buchs,Marta Baltruszewicz,1
Milena Buchs,Jonathan Busch,1
Milena Buchs,Andrew Fanning,1
Milena Buchs,Elena Hofferberth,1
Milena Buchs,Diana Ivanova,1
Milena Buchs,Daniel O’Neill,1
Milena Buchs,Julia Steinberger,1
Milena Buchs,Lukas Hardt,1
Milena Buchs,Tim Benton,1
Milena Buchs,Beth Stratford,1
Marta Baltruszewicz,Jonathan Busch,1
Marta Baltruszewicz,Andrew Fanning,1
Marta Baltruszewicz,Elena Hofferberth,1
Marta Baltruszewicz,Diana Ivanova,1
Marta Baltruszewicz,Daniel O’Neill,1
Marta Baltruszewicz,Julia Steinberger,1
Marta Baltruszewicz,Lukas Hardt,1
Marta Baltruszewicz,Tim Benton,1
Marta Baltruszewicz,Beth Stratford,1
Jonathan Busch,Andrew Fanning,1
Jonathan Busch,Elena Hofferberth,1
Jonathan Busch,Diana Ivanova,1
Jonathan Busch,Daniel O’Neill,1
Jonathan Busch,Julia Steinberger,1
Jonathan Busch,Lukas Hardt,1
Jonathan Busch,Tim Benton,1
Jonathan Busch,Beth Stratford,1
James Dyke,Patrick Elf,1
James Dyke,Sam Butler-Sloss,1
James Dyke,Karen Scott,1
James Dyke,Laurie Laybourn-Langton,1
Patrick Elf,Christine Corlet Walker,2
Patrick Elf,Sam Butler-Sloss,1
Patrick Elf,Peter Schmidt,1
Patrick Elf,Charles Seaford,1
Patrick Elf,Simon Mair,2
Patrick Elf,Peter Victor,1
Andrew Fanning,Elena Hofferberth,1
Andrew Fanning,Diana Ivanova,1
Andrew Fanning,Daniel O’Neill,1
Andrew Fanning,Julia Steinberger,1
Andrew Fanning,Lukas Hardt,1
Andrew Fanning,Tim Benton,1
Andrew Fanning,Beth Stratford,1
Elena Hofferberth,Diana Ivanova,1
Elena Hofferberth,Daniel O’Neill,1
Elena Hofferberth,Julia Steinberger,1
Elena Hofferberth,Lukas Hardt,1
Elena Hofferberth,Tim Benton,1
Elena Hofferberth,Beth Stratford,2
Diana Ivanova,Daniel O’Neill,1
Diana Ivanova,Julia Steinberger,1
Diana Ivanova,Lukas Hardt,1
Diana Ivanova,Tim Benton,1
Diana Ivanova,Beth Stratford,1
Daniel O’Neill,Monica Guillen-Royo,1
Daniel O’Neill,Julia Steinberger,1
Daniel O’Neill,Lukas Hardt,1
Daniel O’Neill,Tim Benton,1
Daniel O’Neill,Beth Stratford,1
Monica Guillen-Royo,Julia Steinberger,1
Marlyne Sahakian,Jonathan Patz,1
Marlyne Sahakian,Johan Rockström,1
Marlyne Sahakian,Steve Waddell,1
Marlyne Sahakian,Leida Rijnhout,1
Julia Steinberger,Lukas Hardt,1
Julia Steinberger,Tim Benton,1
Julia Steinberger,Beth Stratford,1
Christine Corlet Walker,Peter Schmidt,1
Christine Corlet Walker,Charles Seaford,1
Christine Corlet Walker,Simon Mair,2
Christine Corlet Walker,Peter Victor,1
Sam Butler-Sloss,Linda White,1
Sam Butler-Sloss,Mary Michel,1
Sam Butler-Sloss,Lukas Hardt,1
Sam Butler-Sloss,Charlotte Miller,1
Sam Butler-Sloss,Jane Morrison,1
Sam Butler-Sloss,Siri Pantzar,1
Sam Butler-Sloss,Maeve Cohen,1
Sam Butler-Sloss,Una Bartley,1
Linda White,Mary Michel,1
Linda White,Lukas Hardt,1
Linda White,Charlotte Miller,1
Linda White,Jane Morrison,2
Linda White,Siri Pantzar,1
Linda White,Andrew Cave,1
Linda White,Una Bartley,1
Mary Michel,Lukas Hardt,1
Mary Michel,Charlotte Miller,1
Mary Michel,Jane Morrison,1
Mary Michel,Siri Pantzar,1
Mary Michel,Una Bartley,1
Lukas Hardt,Charlotte Miller,1
Lukas Hardt,Jane Morrison,1
Lukas Hardt,Siri Pantzar,1
Lukas Hardt,Tim Benton,1
Lukas Hardt,Beth Stratford,1
Lukas Hardt,Una Bartley,1
Charlotte Miller,Jane Morrison,2
Charlotte Miller,Siri Pantzar,1
Charlotte Miller,Michel Masozera,1
Charlotte Miller,Rebecca Humphries,1
Charlotte Miller,Agnieszka Zimoch,1
Charlotte Miller,Tycho Vandermaesen,1
Charlotte Miller,Ester Asin Martinez,1
Charlotte Miller,Una Bartley,1
Jane Morrison,Siri Pantzar,2
Jane Morrison,Michel Masozera,1
Jane Morrison,Rebecca Humphries,1
Jane Morrison,Agnieszka Zimoch,1
Jane Morrison,Tycho Vandermaesen,1
Jane Morrison,Ester Asin Martinez,1
Jane Morrison,Una Bartley,1
Siri Pantzar,Una Bartley,1
Luis Gallardo,Philipp Neuerburg,1
Luis Gallardo,Ralph Thurm,2
Luis Gallardo,Lorenzo Fioramonte,1
Luis Gallardo,Rutger Hoekstra,1
Luis Gallardo,Enrico Giovannini,1
Luis Gallardo,Jonathan Patz,1
Luis Gallardo,Debra Roberts,1
Luis Gallardo,Johan Rockström,1
Luis Gallardo,Juliet Schor,1
Luis Gallardo,Gus Speth,1
Luis Gallardo,Alvaro Umana,1
Luis Gallardo,Roberto De Vogli,1
Luis Gallardo,Lars Fogh Mortensen,1
Luis Gallardo,Anders Wijkman,1
Luis Gallardo,﻿Danny Graham,1
Luis Gallardo,Hon Grant Robertson,1
Sophie Flemig,Fabio Battaglia,1
Jackie Brock,Chris Thomson,1
Jackie Brock,Nicola Sturgeon,1
Jackie Brock,Gary Gillespie,1
Jackie Brock,Sara Carter,1
Jackie Brock,Anna Fowlie,1
Jackie Brock,Una Bartley,1
Wendy Ellyatt,Duncan Fisher,1
Wendy Ellyatt,Lorenzo Fioramonte,1
Wendy Ellyatt,Rutger Hoekstra,1
Wendy Ellyatt,Giorgia Dalla Libera Marchiori,1
Wendy Ellyatt,Alessandro Galli,1
Wendy Ellyatt,Beth Stratford,1
Wendy Ellyatt,Michael Shinwell,1
Wendy Ellyatt,Griffin Carpenter,1
Wendy Ellyatt,Isabel Sebastian,1
Wendy Ellyatt,Denisha Killoh,1
Chris Thomson,Nicola Sturgeon,1
Chris Thomson,Gary Gillespie,1
Chris Thomson,Sara Carter,1
Chris Thomson,Anna Fowlie,1
Chris Thomson,Una Bartley,1
Jennifer Kaddatz,Bryan Smale,1
Laura Musikanski,John de Graaf,1
Duncan Fisher,Dawn Lyle,1
Duncan Fisher,Hanna Nuuttila,1
Duncan Fisher,Hayley Richards,1
Duncan Fisher,Lorenzo Fioramonte,1
Duncan Fisher,Rutger Hoekstra,1
Duncan Fisher,Giorgia Dalla Libera Marchiori,1
Duncan Fisher,Alessandro Galli,1
Duncan Fisher,Beth Stratford,1
Duncan Fisher,Michael Shinwell,1
Duncan Fisher,Griffin Carpenter,1
Duncan Fisher,Isabel Sebastian,1
Duncan Fisher,Denisha Killoh,1
Dawn Lyle,Hanna Nuuttila,1
Dawn Lyle,Hayley Richards,1
Hanna Nuuttila,Hayley Richards,1
Maya Cosentino,Päivi Mattila-Wiro,1
Maya Cosentino,Ida Kubiszewski,1
Maya Cosentino,Enrico Giovannini,1
Maya Cosentino,Herman Daly,1
Maya Cosentino,John Fullerton,1
Maya Cosentino,Hunter Lovins,1
Maya Cosentino,Mathis Wackernagel,1
Maya Cosentino,Jonathan Barth,2
Maya Cosentino,Leida Rijnhout,1
Maya Cosentino,Anders Wijkman,1
Maya Cosentino,Peter Victor,1
Michael Jacobs,Katrín Jakobsdóttir,1
Michael Jacobs,Enrico Giovannini,1
Michael Jacobs,Lars Fogh Mortensen,1
Michael Jacobs,Ana Llena-Nozal,1
Michael Jacobs,Neil Martin,1
Michael Jacobs,Fabrice Murtin,1
Michael Jacobs,Allister McGregor,1
Michael Jacobs,Ian Bache,1
Michael Jacobs,Michael Shinwell,1
Michael Jacobs,Laurie Laybourn-Langton,1
Michael Jacobs,Laurie Macfarlane,1
Michael Jacobs,Barbara SennholzWeinhardt,1
Michael Jacobs,Martine Durand,1
Michael Jacobs,Paul Allin,1
Michael Jacobs,Carrie Exton,1
Philipp Neuerburg,Ralph Thurm,1
Philipp Neuerburg,Lorenzo Fioramonte,1
Philipp Neuerburg,Rutger Hoekstra,1
Philipp Neuerburg,Enrico Giovannini,1
Philipp Neuerburg,Jonathan Patz,1
Philipp Neuerburg,Debra Roberts,1
Philipp Neuerburg,Johan Rockström,1
Philipp Neuerburg,Juliet Schor,1
Philipp Neuerburg,Gus Speth,1
Philipp Neuerburg,Alvaro Umana,1
Philipp Neuerburg,Roberto De Vogli,1
Philipp Neuerburg,Lars Fogh Mortensen,1
Philipp Neuerburg,Anders Wijkman,1
Philipp Neuerburg,﻿Danny Graham,1
Philipp Neuerburg,Hon Grant Robertson,1
Päivi Mattila-Wiro,Veil-Mikko Niemi,1
Päivi Mattila-Wiro,Aino-Kaisa Pekonen,1
Päivi Mattila-Wiro,Ida Kubiszewski,1
Päivi Mattila-Wiro,Enrico Giovannini,1
Päivi Mattila-Wiro,Heli Hatonen,1
Päivi Mattila-Wiro,Herman Daly,1
Päivi Mattila-Wiro,John Fullerton,1
Päivi Mattila-Wiro,Hunter Lovins,1
Päivi Mattila-Wiro,Mathis Wackernagel,1
Päivi Mattila-Wiro,Jonathan Barth,1
Päivi Mattila-Wiro,Leida Rijnhout,1
Päivi Mattila-Wiro,Anders Wijkman,1
Päivi Mattila-Wiro,Peter Victor,1
Ralph Thurm,Lorenzo Fioramonte,1
Ralph Thurm,Rutger Hoekstra,1
Ralph Thurm,Enrico Giovannini,1
Ralph Thurm,Jonathan Patz,1
Ralph Thurm,Debra Roberts,1
Ralph Thurm,Johan Rockström,1
Ralph Thurm,Juliet Schor,1
Ralph Thurm,Gus Speth,1
Ralph Thurm,Alvaro Umana,1
Ralph Thurm,Roberto De Vogli,1
Ralph Thurm,Lars Fogh Mortensen,1
Ralph Thurm,Anders Wijkman,1
Ralph Thurm,﻿Danny Graham,1
Ralph Thurm,Hon Grant Robertson,1
Ursula Georgeoglou,Ida Kubiszewski,1
Ursula Georgeoglou,﻿Kati Gallagher,1
Ursula Georgeoglou,Michael Moser,1
Ursula Georgeoglou,Michel Masozera,1
Ursula Georgeoglou,Gus Speth,1
Veil-Mikko Niemi,Aino-Kaisa Pekonen,1
Veil-Mikko Niemi,Heli Hatonen,1
Minna Kelhä,Aino-Kaisa Pekonen,1
Minna Kelhä,Ulla Rosenström,1
Minna Kelhä,Frank Martela,1
Aino-Kaisa Pekonen,Katrín Jakobsdóttir,1
Aino-Kaisa Pekonen,Nicola Sturgeon,1
Aino-Kaisa Pekonen,Jacinda Ardern,1
Aino-Kaisa Pekonen,Lorenzo Fioramonte,1
Aino-Kaisa Pekonen,Ulla Rosenström,1
Aino-Kaisa Pekonen,Heli Hatonen,1
Luca Jahier,Peter Schmidt,1
Luca Jahier,Vertti Kiukas,1
Luca Jahier,Valdis Dombrovskis,1
Peter Schmidt,Vertti Kiukas,1
Peter Schmidt,Valdis Dombrovskis,1
Peter Schmidt,Charles Seaford,1
Peter Schmidt,Simon Mair,1
Peter Schmidt,Peter Victor,1
Tim Benton,Beth Stratford,1
Katrín Jakobsdóttir,Nicola Sturgeon,1
Katrín Jakobsdóttir,Jacinda Ardern,1
Katrín Jakobsdóttir,Lorenzo Fioramonte,1
Katrín Jakobsdóttir,Enrico Giovannini,1
Katrín Jakobsdóttir,Benedikt Arnason,1
Katrín Jakobsdóttir,Lars Fogh Mortensen,1
Katrín Jakobsdóttir,Ana Llena-Nozal,1
Katrín Jakobsdóttir,Neil Martin,1
Katrín Jakobsdóttir,Fabrice Murtin,1
Katrín Jakobsdóttir,Michael Shinwell,1
Katrín Jakobsdóttir,Martine Durand,1
Katrín Jakobsdóttir,Paul Allin,1
Katrín Jakobsdóttir,Carrie Exton,1
Katrín Jakobsdóttir,Petur Berg Matthiasson,1
Jussi Ahokas,Vertti Kiukas,1
Vertti Kiukas,Valdis Dombrovskis,1
Valdis Dombrovskis,Johan Rockström,1
Valdis Dombrovskis,Petra Fagerholm,1
Valdis Dombrovskis,Caroline Lucas,1
Valdis Dombrovskis,Philippe Lamberts,1
Nicola Sturgeon,Jacinda Ardern,1
Nicola Sturgeon,Lorenzo Fioramonte,1
Nicola Sturgeon,Gary Gillespie,1
Nicola Sturgeon,Sara Carter,1
Nicola Sturgeon,Anna Fowlie,1
Nicola Sturgeon,Una Bartley,1
Jacinda Ardern,Lorenzo Fioramonte,1
Jacinda Ardern,Hon Grant Robertson,1
Lorenzo Fioramonte,Rutger Hoekstra,2
Lorenzo Fioramonte,Ida Kubiszewski,2
Lorenzo Fioramonte,Enrico Giovannini,3
Lorenzo Fioramonte,Giorgia Dalla Libera Marchiori,1
Lorenzo Fioramonte,Alessandro Galli,1
Lorenzo Fioramonte,Alejandro Adler,1
Lorenzo Fioramonte,Gar Alperovitz,1
Lorenzo Fioramonte,Clovis Cavalcanti,1
Lorenzo Fioramonte,Herman Daly,1
Lorenzo Fioramonte,John de Graaf,1
Lorenzo Fioramonte,Joshua Farley,1
Lorenzo Fioramonte,John Fullerton,1
Lorenzo Fioramonte,Richard Heinberg,1
Lorenzo Fioramonte,Hunter Lovins,1
Lorenzo Fioramonte,Michel Masozera,1
Lorenzo Fioramonte,Thaddeus Metz,2
Lorenzo Fioramonte,Greg Norris,1
Lorenzo Fioramonte,Jonathan Patz,2
Lorenzo Fioramonte,Dirk Philipsen,1
Lorenzo Fioramonte,Rosimeiry Portela,1
Lorenzo Fioramonte,Thomas Prugh,1
Lorenzo Fioramonte,Bill Rees,1
Lorenzo Fioramonte,Debra Roberts,2
Lorenzo Fioramonte,Johan Rockström,2
Lorenzo Fioramonte,Juliet Schor,2
Lorenzo Fioramonte,Gus Speth,2
Lorenzo Fioramonte,Yukiko Uchida,1
Lorenzo Fioramonte,Alvaro Umana,2
Lorenzo Fioramonte,Roberto De Vogli,2
Lorenzo Fioramonte,Mathis Wackernagel,1
Lorenzo Fioramonte,Lars Fogh Mortensen,1
Lorenzo Fioramonte,Beth Stratford,1
Lorenzo Fioramonte,Anders Wijkman,1
Lorenzo Fioramonte,﻿Danny Graham,1
Lorenzo Fioramonte,Michael Shinwell,1
Lorenzo Fioramonte,Griffin Carpenter,1
Lorenzo Fioramonte,Isabel Sebastian,1
Lorenzo Fioramonte,Denisha Killoh,1
Lorenzo Fioramonte,Hon Grant Robertson,1
Rutger Hoekstra,Enrico Giovannini,2
Rutger Hoekstra,Giorgia Dalla Libera Marchiori,1
Rutger Hoekstra,Alessandro Galli,1
Rutger Hoekstra,Herman Daly,1
Rutger Hoekstra,Jonathan Patz,1
Rutger Hoekstra,Debra Roberts,1
Rutger Hoekstra,Johan Rockström,1
Rutger Hoekstra,Juliet Schor,1
Rutger Hoekstra,Gus Speth,1
Rutger Hoekstra,Alvaro Umana,2
Rutger Hoekstra,Roberto De Vogli,2
Rutger Hoekstra,Lars Fogh Mortensen,1
Rutger Hoekstra,Beth Stratford,1
Rutger Hoekstra,Pieter Smits,1
Rutger Hoekstra,Anders Wijkman,1
Rutger Hoekstra,﻿Danny Graham,1
Rutger Hoekstra,Michael Shinwell,1
Rutger Hoekstra,Griffin Carpenter,1
Rutger Hoekstra,Isabel Sebastian,1
Rutger Hoekstra,Denisha Killoh,1
Rutger Hoekstra,Hon Grant Robertson,1
Ida Kubiszewski,Enrico Giovannini,2
Ida Kubiszewski,Alejandro Adler,1
Ida Kubiszewski,Gar Alperovitz,1
Ida Kubiszewski,Clovis Cavalcanti,1
Ida Kubiszewski,Herman Daly,2
Ida Kubiszewski,John de Graaf,1
Ida Kubiszewski,﻿Kati Gallagher,1
Ida Kubiszewski,Michael Moser,1
Ida Kubiszewski,Joshua Farley,1
Ida Kubiszewski,John Fullerton,2
Ida Kubiszewski,Richard Heinberg,1
Ida Kubiszewski,Hunter Lovins,2
Ida Kubiszewski,Michel Masozera,2
Ida Kubiszewski,Thaddeus Metz,1
Ida Kubiszewski,Greg Norris,1
Ida Kubiszewski,Jonathan Patz,1
Ida Kubiszewski,Dirk Philipsen,1
Ida Kubiszewski,Rosimeiry Portela,1
Ida Kubiszewski,Thomas Prugh,1
Ida Kubiszewski,Bill Rees,1
Ida Kubiszewski,Debra Roberts,1
Ida Kubiszewski,Johan Rockström,1
Ida Kubiszewski,Juliet Schor,1
Ida Kubiszewski,Gus Speth,2
Ida Kubiszewski,Yukiko Uchida,1
Ida Kubiszewski,Alvaro Umana,1
Ida Kubiszewski,Roberto De Vogli,1
Ida Kubiszewski,Mathis Wackernagel,2
Ida Kubiszewski,Jonathan Barth,1
Ida Kubiszewski,Leida Rijnhout,1
Ida Kubiszewski,Anders Wijkman,1
Ida Kubiszewski,Irene Guijt,1
Ida Kubiszewski,Peter Victor,1
Enrico Giovannini,Alejandro Adler,1
Enrico Giovannini,Gar Alperovitz,1
Enrico Giovannini,Clovis Cavalcanti,1
Enrico Giovannini,Herman Daly,3
Enrico Giovannini,John de Graaf,1
Enrico Giovannini,Joshua Farley,1
Enrico Giovannini,John Fullerton,2
Enrico Giovannini,Richard Heinberg,1
Enrico Giovannini,Hunter Lovins,2
Enrico Giovannini,Michel Masozera,1
Enrico Giovannini,Thaddeus Metz,1
Enrico Giovannini,Greg Norris,1
Enrico Giovannini,Jonathan Patz,2
Enrico Giovannini,Dirk Philipsen,1
Enrico Giovannini,Rosimeiry Portela,1
Enrico Giovannini,Thomas Prugh,1
Enrico Giovannini,Bill Rees,1
Enrico Giovannini,Debra Roberts,2
Enrico Giovannini,Johan Rockström,2
Enrico Giovannini,Juliet Schor,2
Enrico Giovannini,Gus Speth,2
Enrico Giovannini,Yukiko Uchida,1
Enrico Giovannini,Alvaro Umana,3
Enrico Giovannini,Roberto De Vogli,3
Enrico Giovannini,Mathis Wackernagel,2
Enrico Giovannini,Lars Fogh Mortensen,2
Enrico Giovannini,Jonathan Barth,1
Enrico Giovannini,Ana Llena-Nozal,1
Enrico Giovannini,Neil Martin,1
Enrico Giovannini,Fabrice Murtin,1
Enrico Giovannini,Leida Rijnhout,1
Enrico Giovannini,Anders Wijkman,2
Enrico Giovannini,﻿Danny Graham,1
Enrico Giovannini,Michael Shinwell,1
Enrico Giovannini,Peter Victor,1
Enrico Giovannini,Martine Durand,1
Enrico Giovannini,Paul Allin,1
Enrico Giovannini,Carrie Exton,1
Enrico Giovannini,Hon Grant Robertson,1
Gary Gillespie,Sara Carter,2
Gary Gillespie,Anna Fowlie,1
Gary Gillespie,Una Bartley,1
Benedikt Arnason,Petur Berg Matthiasson,1
Éloi Laurent,Alejandro Adler,1
Éloi Laurent,Neil Martin,1
Fabio Battaglia,Nicky Pouw,1
Fabio Battaglia,Brynhildur Davíðsdóttir,1
Giorgia Dalla Libera Marchiori,Alessandro Galli,1
Giorgia Dalla Libera Marchiori,Raluca Munteanu,2
Giorgia Dalla Libera Marchiori,Beth Stratford,1
Giorgia Dalla Libera Marchiori,Michael Shinwell,1
Giorgia Dalla Libera Marchiori,Griffin Carpenter,1
Giorgia Dalla Libera Marchiori,Isabel Sebastian,1
Giorgia Dalla Libera Marchiori,Denisha Killoh,1
Alessandro Galli,Mathis Wackernagel,1
Alessandro Galli,Beth Stratford,1
Alessandro Galli,Michael Shinwell,1
Alessandro Galli,Federico Pulselli,1
Alessandro Galli,Griffin Carpenter,1
Alessandro Galli,Isabel Sebastian,1
Alessandro Galli,Denisha Killoh,1
Alejandro Adler,Gar Alperovitz,1
Alejandro Adler,Clovis Cavalcanti,1
Alejandro Adler,Herman Daly,1
Alejandro Adler,John de Graaf,1
Alejandro Adler,Joshua Farley,1
Alejandro Adler,John Fullerton,1
Alejandro Adler,Richard Heinberg,1
Alejandro Adler,Hunter Lovins,1
Alejandro Adler,Michel Masozera,1
Alejandro Adler,Thaddeus Metz,1
Alejandro Adler,Greg Norris,1
Alejandro Adler,Jonathan Patz,1
Alejandro Adler,Dirk Philipsen,1
Alejandro Adler,Rosimeiry Portela,1
Alejandro Adler,Thomas Prugh,1
Alejandro Adler,Bill Rees,1
Alejandro Adler,Debra Roberts,2
Alejandro Adler,Johan Rockström,2
Alejandro Adler,Juliet Schor,1
Alejandro Adler,Gus Speth,1
Alejandro Adler,Yukiko Uchida,1
Alejandro Adler,Alvaro Umana,1
Alejandro Adler,Roberto De Vogli,1
Alejandro Adler,Mathis Wackernagel,1
Gar Alperovitz,Clovis Cavalcanti,1
Gar Alperovitz,Herman Daly,2
Gar Alperovitz,John de Graaf,2
Gar Alperovitz,Joshua Farley,1
Gar Alperovitz,John Fullerton,1
Gar Alperovitz,Richard Heinberg,1
Gar Alperovitz,Hunter Lovins,1
Gar Alperovitz,Michel Masozera,1
Gar Alperovitz,Thaddeus Metz,1
Gar Alperovitz,Greg Norris,1
Gar Alperovitz,Jonathan Patz,1
Gar Alperovitz,Dirk Philipsen,1
Gar Alperovitz,Rosimeiry Portela,2
Gar Alperovitz,Thomas Prugh,1
Gar Alperovitz,Bill Rees,1
Gar Alperovitz,Debra Roberts,1
Gar Alperovitz,Johan Rockström,1
Gar Alperovitz,Juliet Schor,1
Gar Alperovitz,Gus Speth,1
Gar Alperovitz,Yukiko Uchida,1
Gar Alperovitz,Alvaro Umana,1
Gar Alperovitz,Roberto De Vogli,1
Gar Alperovitz,Mathis Wackernagel,1
Gar Alperovitz,Laurie Macfarlane,1
Gar Alperovitz,Lew Daly,2
Clovis Cavalcanti,Herman Daly,1
Clovis Cavalcanti,John de Graaf,1
Clovis Cavalcanti,Joshua Farley,1
Clovis Cavalcanti,John Fullerton,1
Clovis Cavalcanti,Richard Heinberg,1
Clovis Cavalcanti,Hunter Lovins,1
Clovis Cavalcanti,Michel Masozera,1
Clovis Cavalcanti,Thaddeus Metz,1
Clovis Cavalcanti,Greg Norris,1
Clovis Cavalcanti,Jonathan Patz,1
Clovis Cavalcanti,Dirk Philipsen,1
Clovis Cavalcanti,Rosimeiry Portela,1
Clovis Cavalcanti,Thomas Prugh,1
Clovis Cavalcanti,Bill Rees,1
Clovis Cavalcanti,Debra Roberts,1
Clovis Cavalcanti,Johan Rockström,1
Clovis Cavalcanti,Juliet Schor,1
Clovis Cavalcanti,Gus Speth,1
Clovis Cavalcanti,Yukiko Uchida,1
Clovis Cavalcanti,Alvaro Umana,1
Clovis Cavalcanti,Roberto De Vogli,1
Clovis Cavalcanti,Mathis Wackernagel,1
Herman Daly,John de Graaf,2
Herman Daly,Joshua Farley,1
Herman Daly,John Fullerton,2
Herman Daly,Richard Heinberg,1
Herman Daly,Hunter Lovins,2
Herman Daly,Michel Masozera,1
Herman Daly,Thaddeus Metz,1
Herman Daly,Greg Norris,1
Herman Daly,Jonathan Patz,1
Herman Daly,Dirk Philipsen,1
Herman Daly,Rosimeiry Portela,2
Herman Daly,Thomas Prugh,1
Herman Daly,Bill Rees,1
Herman Daly,Debra Roberts,1
Herman Daly,Johan Rockström,1
Herman Daly,Juliet Schor,1
Herman Daly,Gus Speth,1
Herman Daly,Yukiko Uchida,1
Herman Daly,Alvaro Umana,2
Herman Daly,Roberto De Vogli,2
Herman Daly,Mathis Wackernagel,2
Herman Daly,Jonathan Barth,1
Herman Daly,Leida Rijnhout,1
Herman Daly,Anders Wijkman,1
Herman Daly,Peter Victor,1
Herman Daly,Lew Daly,1
John de Graaf,Joshua Farley,1
John de Graaf,John Fullerton,1
John de Graaf,Richard Heinberg,1
John de Graaf,Hunter Lovins,1
John de Graaf,Michel Masozera,1
John de Graaf,Thaddeus Metz,1
John de Graaf,Greg Norris,1
John de Graaf,Jonathan Patz,1
John de Graaf,Dirk Philipsen,1
John de Graaf,Rosimeiry Portela,2
John de Graaf,Thomas Prugh,1
John de Graaf,Bill Rees,1
John de Graaf,Debra Roberts,1
John de Graaf,Johan Rockström,1
John de Graaf,Juliet Schor,1
John de Graaf,Gus Speth,1
John de Graaf,Yukiko Uchida,1
John de Graaf,Alvaro Umana,1
John de Graaf,Roberto De Vogli,1
John de Graaf,Mathis Wackernagel,1
John de Graaf,Lew Daly,1
﻿Kati Gallagher,Michael Moser,2
﻿Kati Gallagher,Michel Masozera,1
﻿Kati Gallagher,Gus Speth,1
Michael Moser,Michel Masozera,1
Michael Moser,Gus Speth,1
Joshua Farley,John Fullerton,1
Joshua Farley,Richard Heinberg,2
Joshua Farley,Hunter Lovins,1
Joshua Farley,Michel Masozera,1
Joshua Farley,Thaddeus Metz,1
Joshua Farley,Greg Norris,1
Joshua Farley,Jonathan Patz,1
Joshua Farley,Dirk Philipsen,1
Joshua Farley,Rosimeiry Portela,1
Joshua Farley,Thomas Prugh,1
Joshua Farley,Bill Rees,1
Joshua Farley,Debra Roberts,1
Joshua Farley,Johan Rockström,1
Joshua Farley,Juliet Schor,1
Joshua Farley,Gus Speth,1
Joshua Farley,Yukiko Uchida,1
Joshua Farley,Alvaro Umana,1
Joshua Farley,Roberto De Vogli,1
Joshua Farley,Mathis Wackernagel,1
John Fullerton,Richard Heinberg,1
John Fullerton,Hunter Lovins,3
John Fullerton,Michel Masozera,1
John Fullerton,Thaddeus Metz,1
John Fullerton,Greg Norris,1
John Fullerton,Jonathan Patz,1
John Fullerton,Dirk Philipsen,1
John Fullerton,Rosimeiry Portela,1
John Fullerton,Thomas Prugh,1
John Fullerton,Bill Rees,1
John Fullerton,Debra Roberts,1
John Fullerton,Johan Rockström,1
John Fullerton,Juliet Schor,1
John Fullerton,Gus Speth,1
John Fullerton,Yukiko Uchida,1
